z,t
-8.427887795868628,0.0
-8.194370496261376,9.799003601074219e-5
-8.006594468650581,0.0001220703125
-7.912013597392562,0.004431962966918945
-7.8264355372518075,0.0044460296630859375
-7.739147700486194,0.004477024078369141
-7.726246584622558,0.004492044448852539
-7.322674652101363,0.0045070648193359375
-7.26499927354049,0.0072040557861328125
-7.255623807076342,0.007217884063720703
-7.166466224009933,0.011658906936645508
-7.040681588308303,0.014960050582885742
-6.789564481981146,0.014973878860473633
-6.424749409763769,0.01998591423034668
-6.309636116839571,0.020015954971313477
-6.306051586623411,0.02017688751220703
-6.185859999332498,0.020489931106567383
-6.1241757975150835,0.02971196174621582
-5.965814470822734,0.03172588348388672
-5.80534458868713,0.03194284439086914
-5.69512509789684,0.03198885917663574
-5.677506830510602,0.03205585479736328
-5.4752908858881675,0.03208494186401367
-5.456302852321134,0.03367495536804199
-5.370491642716927,0.03511500358581543
-5.355991567411952,0.03512907028198242
-5.296377916385597,0.03569507598876953
-5.251517926205518,0.03572487831115723
-5.1065578442167725,0.03575301170349121
-5.0345590875017585,0.0359039306640625
-5.025818074985368,0.03604006767272949
-4.96196999296813,0.03605484962463379
-4.952595567393087,0.03846096992492676
-4.848768589537478,0.03850889205932617
-4.763743576096331,0.03853797912597656
-4.745829283759704,0.03867006301879883
-4.716039298889959,0.0412440299987793
-4.652499963872183,0.04158592224121094
-4.634947851788741,0.04186391830444336
-4.582620971468494,0.042680978775024414
-4.562505080910521,0.042695045471191406
-4.548134867684624,0.042799949645996094
-4.397527601397306,0.04311704635620117
-4.394371912546052,0.04535984992980957
-4.37388028217472,0.04552292823791504
-4.353275793224714,0.04561495780944824
-4.302669320454634,0.04564189910888672
-4.30107111303414,0.04571700096130371
-4.2919492388843805,0.04588603973388672
-4.271591150340897,0.04616093635559082
-4.231391321408515,0.0462648868560791
-4.121443986225315,0.04712700843811035
-4.065958878330578,0.05001187324523926
-3.924324663034539,0.05012106895446777
-3.863889340490196,0.05167698860168457
-3.8589123536227437,0.05220794677734375
-3.8089671831356724,0.05238795280456543
-3.7658071758865566,0.05285787582397461
-3.755738027442617,0.05396604537963867
-3.7027963248440177,0.05419301986694336
-3.5893229544150316,0.05464601516723633
-3.5660334417434285,0.05641293525695801
-3.5635322763457427,0.060469865798950195
-3.5601228704225836,0.06060385704040527
-3.4803882173429903,0.06086087226867676
-3.441967396300112,0.0675668716430664
-3.40139500411974,0.07503485679626465
-3.3974163650894775,0.078826904296875
-3.3552224544883544,0.07948684692382812
-3.352983756888974,0.08791995048522949
-3.3426610992509107,0.0924980640411377
-3.341606505639024,0.09792304039001465
-3.263079317492908,0.125108003616333
-3.184393589182459,0.1260850429534912
