z,t
-13.030498889127282,0.0
-12.256316523168532,9.799003601074219e-5
-12.18087181820083,0.0005950927734375
-11.548366859813777,0.0006630420684814453
-9.986629561520951,0.0007278919219970703
-9.844711270346803,0.0007739067077636719
-9.717480266871682,0.0009648799896240234
-9.158012475452427,0.002162933349609375
-9.098025672626719,0.002393960952758789
-8.770704257180022,0.0026750564575195312
-8.524118889456208,0.002711057662963867
-8.488009051664514,0.0071239471435546875
-8.47360134687313,0.00722193717956543
-8.04996603323577,0.0072479248046875
-7.943272997164827,0.007351875305175781
-7.706355963880938,0.007380962371826172
-7.694382315571349,0.007472991943359375
-7.573357223949124,0.05010199546813965
-7.439793105889467,0.05077195167541504
-7.187263253131073,0.050987958908081055
-7.155377903131715,0.05141806602478027
-7.139766106248979,0.05145001411437988
-6.9688312163964445,0.05148196220397949
-6.761400558011389,0.051518917083740234
-6.58278323045741,0.05155205726623535
-6.478978374448934,0.051579952239990234
-6.3639275828084445,0.0672459602355957
-6.346933189425639,0.0672750473022461
-6.319253550116646,0.06752490997314453
-6.214128430658192,0.06762504577636719
-6.112648972445414,0.06873607635498047
-6.043817429481319,0.0687708854675293
-5.853452755303775,0.06885600090026855
-5.582674452234529,0.06889104843139648
-5.465896753778025,0.07000589370727539
-5.366851409682816,0.0701448917388916
-5.189562988423546,0.08161497116088867
-5.1425681985809515,0.0816490650177002
-5.121090145899588,0.08214187622070312
-4.859497887886756,0.08217692375183105
-4.852553428862132,0.0826869010925293
-4.81099994930365,0.08351492881774902
-4.799781390977533,0.08640599250793457
-4.57248931107707,0.08664798736572266
-4.530878716678515,0.08692693710327148
-4.383444971026221,0.08695197105407715
-4.333543702550159,0.08698105812072754
-4.221573102700446,0.08790397644042969
-4.152406925173571,0.08793210983276367
-4.121775008364213,0.08835411071777344
-4.076172686665932,0.09550595283508301
-4.062549312698714,0.09565091133117676
-3.8839171203961973,0.09580087661743164
-3.8456671908712208,0.09663200378417969
-3.813179740557764,0.0966789722442627
-3.768776472299173,0.09704089164733887
-3.667855081661096,0.0973958969116211
-3.6139072568227277,0.10111594200134277
-3.546312125870351,0.10115408897399902
-3.5381920859503952,0.10290908813476562
-3.2701178673965936,0.10347104072570801
-3.26584927192509,0.1044609546661377
-3.2648584127633926,0.10533404350280762
-3.135682765173525,0.10661888122558594
-3.099803707204255,0.10952496528625488
-3.0605199009574706,0.1099400520324707
-2.962939355552116,0.1122589111328125
-2.9055100135721825,0.11243891716003418
-2.8024147418992635,0.11323094367980957
-2.8013714220062402,0.11365795135498047
-2.706314060027125,0.11424994468688965
-2.695513029610204,0.11614799499511719
-2.6872926410397975,0.11713409423828125
-2.6750616717883067,0.11752700805664062
-2.6253087946410485,0.11864399909973145
-2.6235276052893353,0.11907410621643066
-2.6096728773830935,0.1231689453125
-2.601567598120145,0.12342190742492676
-2.587160943813686,0.12400197982788086
-2.5653728734311096,0.1254589557647705
-2.531707224961373,0.1283259391784668
-2.519842880224365,0.1291790008544922
-2.47141398319889,0.1297600269317627
-2.4658101412946434,0.13341498374938965
-2.429406773131401,0.13386797904968262
-2.4293523939401642,0.13573908805847168
-2.35227187815527,0.1367030143737793
-2.348339301784484,0.14615297317504883
-2.3464226606693432,0.1468520164489746
-2.342253101426411,0.1479198932647705
-2.297094619863799,0.1491560935974121
-2.2907074317121654,0.15304207801818848
-2.2736648893507634,0.1627810001373291
-2.264461450195217,0.17868995666503906
-2.257824562576542,0.21593689918518066
-2.2408058422459085,0.2215290069580078
-2.219910445187981,0.22383904457092285
-2.184166594709408,0.22402095794677734
-2.1634986402505123,0.23955702781677246
-2.163498640250512,0.25170087814331055
-2.108871493391414,0.2540740966796875
-2.0920360433743372,0.25847601890563965
-2.0920360433743355,0.25916600227355957
-2.0819273292104605,0.2920570373535156
-2.0737988494521833,0.2943999767303467
-2.0660037158404823,0.29515910148620605
-2.018381040061277,0.3057069778442383
-1.9929585386143507,0.308880090713501
-1.9507892398844562,0.3093090057373047
-1.941784813607919,0.31653404235839844
-1.9229492704843096,0.31743693351745605
-1.9183993890401223,0.3349189758300781
-1.9164576286271628,0.3414630889892578
