z,t
-8.263085578452404,0.0
-8.191061542743816,2.002716064453125e-5
-8.053687554576642,3.0994415283203125e-5
-7.579869747675479,6.318092346191406e-5
-7.173866197175776,7.009506225585938e-5
-7.130310188519502,7.796287536621094e-5
-6.907654137375438,0.00017714500427246094
-6.843627573333328,0.0001850128173828125
-6.794468257650062,0.0002391338348388672
-6.680248713048351,0.0003180503845214844
-6.358465046947341,0.0003330707550048828
-6.180237062048796,0.00034117698669433594
-5.961279584694343,0.0015761852264404297
-5.889678634833368,0.0015840530395507812
-5.804890466533895,0.0016391277313232422
-5.424553920755074,0.0016620159149169922
-5.265243652673888,0.0016939640045166016
-5.171150701931032,0.002875089645385742
-4.680195960120611,0.00598597526550293
-4.5947876206735705,0.016242027282714844
-4.490139382378418,0.01658010482788086
-4.4133571221945775,0.016611099243164062
-4.3870737224881,0.016653060913085938
-4.383070132920974,0.016793012619018555
-4.32612090218815,0.0180971622467041
-4.325814689153551,0.020184040069580078
-4.273841267283463,0.020426034927368164
-4.241920259799948,0.020450115203857422
-4.239958164598349,0.021883010864257812
-4.166171025977152,0.021929025650024414
-4.141052697542276,0.02198314666748047
-4.009515962493656,0.022117137908935547
-3.9837826963948646,0.022173166275024414
-3.98022233076679,0.022196054458618164
-3.895426437210218,0.02220296859741211
-3.8630279108583965,0.022291183471679688
-3.8465819735643594,0.02231311798095703
-3.7942936621326293,0.022492170333862305
-3.5626455377929203,0.022500991821289062
-3.528334134333046,0.022578001022338867
-3.4547161969019955,0.022593975067138672
-3.428669881089566,0.02406597137451172
-3.3886075142593004,0.025227069854736328
-3.315452929358336,0.02546215057373047
-3.2491592241500875,0.02591705322265625
-3.187378321752098,0.027021169662475586
-3.177371761113666,0.02726912498474121
-3.1736972037138242,0.027286052703857422
-3.1146471593935154,0.0276491641998291
-3.0880958758384813,0.028382062911987305
-3.080082987181281,0.028536081314086914
-2.9374354652618675,0.028789043426513672
-2.853340263388308,0.028836965560913086
-2.8495838903116995,0.03020000457763672
-2.846894768517899,0.030536174774169922
-2.8456260632589054,0.03427314758300781
-2.844142979251139,0.0345311164855957
-2.815536716708401,0.03613710403442383
-2.8155367167084,0.037950992584228516
-2.8155367167083996,0.038253068923950195
-2.8123980520914125,0.03876996040344238
-2.7854212834342085,0.04220914840698242
-2.7854212834342076,0.0477449893951416
-2.7793132217369725,0.048583030700683594
-2.779313221736971,0.05235719680786133
-2.7759083195169665,0.06641602516174316
-2.7759083195169647,0.07147717475891113
