z,t
-12.620080551973908,0.0
-11.821697310991725,0.00010514259338378906
-11.751909045595532,0.0001900196075439453
-11.484961465380332,0.00028014183044433594
-10.736453796847844,0.000347137451171875
-10.726000194517528,0.0004169940948486328
-10.63886232147355,0.0004780292510986328
-10.116693140047396,0.0005640983581542969
-10.0772186511661,0.0006310939788818359
-9.938673420995885,0.0006930828094482422
-9.338876557305326,0.000759124755859375
-8.334532959116682,0.0009641647338867188
-8.075728893348222,0.037145137786865234
-7.77136754405458,0.03729104995727539
-7.516247362414541,0.037342071533203125
-7.150515020676295,0.07363009452819824
-7.116093666622303,0.07445216178894043
-7.076543044267169,0.07449913024902344
-6.534380076638914,0.07454609870910645
-6.397778066067799,0.07458710670471191
-6.396875095018425,0.09140801429748535
-6.18905430183744,0.09331321716308594
-5.919912632068333,0.09446310997009277
-5.903997568324847,0.09451508522033691
-5.901058794582978,0.0946950912475586
-5.896226997132392,0.10083699226379395
-5.845767785794539,0.10088920593261719
-5.571044879777784,0.10099411010742188
-5.5559139354756315,0.10116219520568848
-5.52809073428636,0.10121011734008789
-5.5072011229542905,0.10204219818115234
-5.493872262317753,0.10214400291442871
-5.397451138784479,0.10260915756225586
-5.377158599972203,0.10269999504089355
-5.199602725544931,0.11991000175476074
-5.092786715022635,0.12000703811645508
-4.898796462259976,0.12004804611206055
-4.5642737934272475,0.12020611763000488
-4.441984461747006,0.12032008171081543
-4.219962026783558,0.12040901184082031
-4.169923659241343,0.12072110176086426
-3.8218623684881194,0.12926912307739258
-3.7637937566157946,0.13031816482543945
-3.6973564401803176,0.1329212188720703
-3.502189839147205,0.13398313522338867
-3.4237939693361463,0.13463115692138672
-3.3058613959364824,0.13635802268981934
-3.1725443624760334,0.1365811824798584
-3.0990646790515757,0.13712620735168457
-3.0758203008688803,0.13743805885314941
-2.9947764822019822,0.13779520988464355
-2.9505799479142385,0.13812518119812012
-2.895284886993271,0.13835501670837402
-2.826167791931297,0.14082002639770508
-2.739283326553558,0.1412661075592041
-2.625739573287202,0.14205408096313477
-2.610878339454034,0.1471250057220459
-2.569210837211674,0.1484839916229248
-2.5536550625442853,0.1497180461883545
-2.5029525171693208,0.15032100677490234
-2.3406848290087496,0.15558314323425293
-2.33907423692177,0.15656018257141113
-2.3120342513672623,0.16106700897216797
-2.301048984219537,0.16219520568847656
-2.2551581399143457,0.1645832061767578
-2.1655084647986524,0.1654682159423828
-2.047796368641389,0.16585302352905273
-1.8596492241893594,0.16733813285827637
-1.8405163509017421,0.17342114448547363
-1.729781657693749,0.18055105209350586
-1.6933930713114727,0.18573307991027832
-1.5864912789853098,0.18691110610961914
-1.5846046823154087,0.190568208694458
-1.5122076811069798,0.19084405899047852
-1.4725021582954412,0.1911170482635498
-1.4666147088191683,0.20572400093078613
-1.4474826735291078,0.21024799346923828
-1.423274214175893,0.2150871753692627
-1.4217951782851466,0.22423315048217773
-1.3408276916337478,0.22733211517333984
-1.3345225604682445,0.2342700958251953
-1.2756747300727258,0.2345900535583496
-1.2159381823562585,0.2565031051635742
-1.148134113309651,0.28604722023010254
-1.0971144526198136,0.2940680980682373
-1.0855946381596562,0.3019871711730957
-1.0852810683790832,0.3110470771789551
-1.0764751074330692,0.37671518325805664
-1.0594937370690647,0.39037513732910156
-1.0384383981096867,0.403454065322876
-1.0354193176578677,0.41584014892578125
-1.0257836802681024,0.421065092086792
-1.021847936061757,0.42346715927124023
-1.000672598303327,0.4557790756225586
-0.9911765039319415,0.4649322032928467
-0.9568432530440607,0.49180006980895996
-0.9568432530440585,0.49459099769592285
-0.9510502544683098,0.4987649917602539
-0.8710281101922766,0.5210380554199219
-0.8357365479212924,0.5384340286254883
-0.826501197860988,0.5478880405426025
