z,t
-3.560888441264747,0.0
-3.3265449187671146,1.3828277587890625e-5
-2.987303581208018,1.5974044799804688e-5
-2.8556780563484403,0.00011491775512695312
-2.810458657618336,0.00013303756713867188
-2.438294405033769,0.00013685226440429688
-2.225904150236808,0.00016498565673828125
-2.191594346347636,0.00016999244689941406
-2.0172807847740364,0.0006098747253417969
-1.9748695773672713,0.0008478164672851562
-1.9710612326832369,0.0017528533935546875
-1.9248646216814271,0.0024018287658691406
-1.913148527097921,0.0026938915252685547
-1.895372301335001,0.0026960372924804688
-1.8851231732290485,0.002803802490234375
-1.8584595319670991,0.003374814987182617
-1.7882128449908068,0.003403902053833008
-1.7835162760612242,0.0034379959106445312
-1.7727450433526646,0.003443002700805664
-1.7498656470628025,0.0035109519958496094
-1.732187970793014,0.003512859344482422
-1.7139113290499401,0.003985881805419922
-1.6973012113471704,0.004007816314697266
-1.6962168007443346,0.004029035568237305
-1.6649644656516764,0.0040378570556640625
-1.6420486964551764,0.004051923751831055
-1.6378261863003147,0.004122018814086914
-1.620139515437585,0.004202842712402344
-1.606459662217735,0.004211902618408203
-1.6064596622177345,0.004272937774658203
-1.6021725737263304,0.004320859909057617
-1.5931054490528451,0.0043239593505859375
-1.5931054490528447,0.004959821701049805
-1.5931054490528442,0.005029916763305664
-1.5931054490528438,0.005085945129394531
-1.5931054490528433,0.00591588020324707
-1.5931054490528427,0.006016969680786133
