z,t
-12.33399780072718,0.0
-12.218473933615993,0.0005831718444824219
-12.188505244086604,0.0007431507110595703
-11.888052820442255,0.0012371540069580078
-11.675329065585668,0.001413106918334961
-10.702461605700046,0.0015010833740234375
-9.566950148984127,0.0015871524810791016
-9.503937070057326,0.0016491413116455078
-7.450872171529888,0.016172170639038086
-7.227124276327562,0.01621413230895996
-7.174463553744218,0.09515810012817383
-7.162206820535487,0.09566211700439453
-6.708862538814258,0.09572815895080566
-6.4393492749380945,0.0957791805267334
-6.293359101207649,0.11427617073059082
-6.113734063097207,0.11438918113708496
-5.962470275039534,0.11473417282104492
-5.846776305815585,0.11482715606689453
-5.792497739599707,0.11487412452697754
-5.777120758896665,0.11492013931274414
-5.64097045141195,0.1150369644165039
-5.094287509324057,0.11522102355957031
-4.980628728693436,0.1155400276184082
-4.948118134762776,0.11604809761047363
-4.70593762806546,0.11634516716003418
-4.696819305244,0.11687803268432617
-4.6737343800906626,0.11693096160888672
-4.634099395751413,0.13458704948425293
-4.519420074705168,0.1348121166229248
-4.474430942879015,0.1395721435546875
-4.445888232087981,0.13983511924743652
-4.310437593268494,0.139937162399292
-4.212543799101084,0.14011406898498535
-4.053394564124411,0.14672112464904785
-4.020660501967252,0.1472940444946289
-3.927314633645633,0.14826416969299316
-3.705017757198491,0.14868402481079102
-3.6606026933234697,0.14960503578186035
-3.647602618151525,0.1497800350189209
-3.6100108648991966,0.15000009536743164
-3.5659025257909027,0.1520371437072754
-3.5631854951031565,0.15589594841003418
-3.4207002401668403,0.15685200691223145
-3.311706315146684,0.1572270393371582
-3.2547168874911234,0.15941596031188965
-3.2545466464018697,0.1594691276550293
-3.1489923812550438,0.15990900993347168
-3.117238457851643,0.160552978515625
-3.023940407893466,0.16069698333740234
-2.991365404476639,0.16472101211547852
-2.9611318242165097,0.16538500785827637
-2.957270551167766,0.1656169891357422
-2.899363783651951,0.1657860279083252
-2.8932915443016975,0.16645216941833496
-2.7823846030728796,0.16761517524719238
-2.7396981211220277,0.1691269874572754
-2.7079624340859265,0.1701951026916504
-2.6826911845318877,0.1708831787109375
-2.614808559912907,0.17092609405517578
-2.6011721008613247,0.17439913749694824
-2.588514539697832,0.17519617080688477
-2.5385845658427595,0.17548513412475586
-2.5244117164239697,0.17625212669372559
-2.4636455594330355,0.17654109001159668
-2.461174258626149,0.1781010627746582
-2.4609114237973673,0.18153095245361328
-2.3977625392151136,0.18241310119628906
-2.3858851272652277,0.18580412864685059
-2.3803529710487883,0.18596315383911133
-2.3728125516404805,0.18679404258728027
-2.3677514920168172,0.18817996978759766
-2.3134687978725297,0.1913001537322998
-2.255294542780291,0.1932239532470703
-2.253228110003688,0.1935889720916748
-2.2479459646326676,0.19682598114013672
-2.1327401236107164,0.1981360912322998
-2.128484932748201,0.20060300827026367
-2.1163718846693524,0.20404505729675293
-2.1145494494850516,0.2049100399017334
-2.0844391816374124,0.20951199531555176
-1.9968768864838093,0.22279000282287598
-1.9924765926213528,0.23001599311828613
-1.9608325607324772,0.23596906661987305
-1.900300519838868,0.2361280918121338
-1.842680481036133,0.23781108856201172
-1.778269090058274,0.23821401596069336
-1.7679757129006601,0.24271798133850098
-1.7679757129006592,0.2484421730041504
-1.7208259757963171,0.2509770393371582
-1.6956903752813706,0.2579319477081299
-1.6716830783200778,0.25913405418395996
-1.6713740740342757,0.2606790065765381
-1.6450667028957846,0.26183509826660156
-1.6369620941002498,0.26340794563293457
-1.6190825014508217,0.27544403076171875
-1.619003527335518,0.2765829563140869
-1.6178892726926195,0.2852761745452881
-1.5975143496575464,0.3041400909423828
-1.517985150493249,0.3043661117553711
-1.512275933110217,0.3066229820251465
-1.4995768079673464,0.3066861629486084
-1.4995768079673453,0.3154411315917969
-1.491303249986017,0.31899595260620117
-1.4774092202947433,0.333510160446167
-1.4519529532115638,0.3426370620727539
-1.4440002346893814,0.34362101554870605
-1.4361412976860128,0.34622907638549805
-1.4117873416879376,0.36265110969543457
-1.3948548995320145,0.36443305015563965
-1.3414703463985,0.3686389923095703
-1.3119363952520255,0.3853931427001953
-1.3076439785882,0.38820314407348633
-1.3033143521368495,0.42943716049194336
-1.2973315350750938,0.4555990695953369
-1.2045726253013866,0.48064208030700684
-1.1992861709617655,0.48421311378479004
-1.1655983387155322,0.489001989364624
-1.1654354005940872,0.5043461322784424
-1.1305929666326835,0.5183780193328857
-1.0918546861110672,0.5464060306549072
-1.0899255379855375,0.5655660629272461
-1.0899255379855368,0.5768680572509766
-0.9375289494833339,0.5856029987335205
